player_id,player_display_name,position,recent_team,season,week,receptions,targets,receiving_yards,receiving_tds,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,racr,target_share,air_yards_share,wopr,fantasy_points,fantasy_points_ppr
00-0021090,Chris Luzar,TE,JAX,2002,2,0.5,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0.051851854,0.0,0.0,0.25,0.75
00-0021090,Chris Luzar,TE,JAX,2003,4,0.75,1.0,7.5,0.0,0.0,0.0,0.25,0.0,0.031043958,0.0,0.0,0.75,1.5
00-0021093,Herb Haygood,WR,DEN,2002,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025641026,0.0,0.0,0.0,0.0
00-0021094,Jason McAddley,WR,ARI,2002,9,2.78,7.67,40.22222,0.11,0.0,0.0,2.0,0.0,0.23433784,0.0,0.0,4.688889,7.4666667
00-0021094,Jason McAddley,WR,ARI,2003,2,2.0,6.0,26.5,0.0,0.0,0.0,1.5,0.0,0.1431784,0.0,0.0,2.65,4.65
00-0021094,Jason McAddley,WR,TEN,2004,2,1.0,2.0,19.0,0.0,0.0,0.0,0.5,0.0,0.047342196,0.0,0.0,1.9,2.9
00-0021094,Jason McAddley,WR,SF,2005,5,1.4,1.4,25.0,0.0,0.0,0.0,0.8,0.0,0.11666667,0.0,0.0,2.5,3.9
00-0021098,Josh Scobey,RB,ARI,2003,2,0.5,0.5,4.5,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,3.45,3.95
00-0021098,Josh Scobey,RB,ARI,2004,10,1.8,2.1,19.1,0.0,0.0,0.0,0.8,0.0,0.05985841,0.0,0.0,2.8,4.6
00-0021100,Jeb Putzier,TE,DEN,2002,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03448276,0.0,0.0,0.0,0.0
00-0021100,Jeb Putzier,TE,DEN,2003,1,4.0,5.0,34.0,0.0,0.0,0.0,3.0,0.0,0.1923077,0.0,0.0,3.4,7.4
00-0021100,Jeb Putzier,TE,DEN,2004,16,2.44,3.69,39.9375,0.19,0.0,0.0,1.875,0.0,0.12135044,0.0,0.0,5.11875,7.55625
00-0021100,Jeb Putzier,TE,DEN,2005,17,2.59,2.59,33.705883,0.0,0.0,0.0,1.882353,0.0,0.14221446,0.0,0.0,3.4882352,6.0764704
00-0021100,Jeb Putzier,TE,HOU,2006,9,1.44,1.44,13.888889,0.0,5.7777777,8.111111,0.6666667,1.9912698,0.09284299,0.18201046,0.2666718,1.3888888,2.8333333
00-0021100,Jeb Putzier,TE,HOU,2007,5,1.2,1.4,7.8,0.2,6.0,3.4,0.4,0.88897437,0.048725348,0.04663764,0.10573437,1.98,3.18
00-0021102,Kendall Newson,WR,MIA,2003,2,1.0,3.0,27.5,0.0,0.0,0.0,1.0,0.0,0.092864126,0.0,0.0,2.75,3.75
00-0021121,Atnaf Harris,WR,HOU,2002,1,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.05263158,0.0,0.0,0.8,1.8
00-0021129,Mike Jennings,WR,NYG,2006,4,1.25,1.25,12.25,0.0,2.75,9.5,0.5,1.0,0.08366013,0.05977796,0.16733477,1.525,2.7749999
00-0021147,Donte' Stallworth,WR,NO,2002,13,3.23,5.31,45.692307,0.62,0.0,0.0,2.0,0.0,0.15761273,0.0,0.0,8.276923,11.507692
00-0021147,Donte' Stallworth,WR,NO,2003,11,2.27,5.0,44.090908,0.27,0.0,0.0,1.6363636,0.0,0.14236932,0.0,0.0,5.890909,8.163636
00-0021147,Donte' Stallworth,WR,NO,2004,15,3.87,7.07,51.133335,0.33,0.0,0.0,2.3333333,0.0,0.21075934,0.0,0.0,7.36,11.226666
00-0021147,Donte' Stallworth,WR,NO,2005,15,4.67,4.67,63.0,0.47,0.0,0.0,3.3333333,0.0,0.23753451,0.0,0.0,8.9800005,13.646667
00-0021147,Donte' Stallworth,WR,PHI,2006,13,3.38,3.85,66.61539,0.54,52.307693,19.692308,2.6923077,1.4208523,0.18900193,0.36463442,0.53874695,9.892308,13.276923
00-0021147,Donte' Stallworth,WR,NE,2007,18,3.0,3.0,45.0,0.17,23.333334,21.666666,1.6666666,2.0652196,0.11549297,0.14780328,0.27670175,5.5666666,8.566667
00-0021147,Donte' Stallworth,WR,CLE,2008,11,1.55,2.09,15.454545,0.09,12.909091,7.909091,0.72727275,2.142738,0.12152494,0.31339154,0.4016615,2.0545454,3.6000001
00-0021147,Donte' Stallworth,WR,BAL,2010,7,0.29,0.71,11.714286,0.0,18.428572,3.142857,0.2857143,0.6222222,0.043460928,0.11995267,0.14915825,1.5428572,1.8285714
00-0021147,Donte' Stallworth,WR,WAS,2011,11,2.0,3.45,28.09091,0.18,37.090908,9.454545,1.3636364,0.7433935,0.09635397,0.113472864,0.22396196,3.909091,5.909091
00-0021147,Donte' Stallworth,WR,NE,2012,1,1.0,2.0,63.0,1.0,64.0,30.0,1.0,0.984375,0.055555556,0.16931216,0.20185184,12.3,13.3
00-0021148,Jeremy Shockey,TE,NYG,2002,16,5.06,8.81,60.125,0.19,0.0,0.0,3.25,0.0,0.24724554,0.0,0.0,6.8875003,11.95
00-0021148,Jeremy Shockey,TE,NYG,2003,9,5.33,7.78,59.444443,0.22,0.0,0.0,3.2222223,0.0,0.18808345,0.0,0.0,7.055556,12.388889
00-0021148,Jeremy Shockey,TE,NYG,2004,15,4.07,6.47,44.4,0.4,0.0,0.0,2.1333334,0.0,0.22480467,0.0,0.0,6.84,10.906667
00-0021148,Jeremy Shockey,TE,NYG,2005,16,4.25,5.38,58.8125,0.44,0.0,0.0,3.0625,0.0,0.2330177,0.0,0.0,8.63125,12.88125
00-0021148,Jeremy Shockey,TE,NYG,2006,16,4.31,4.38,40.5,0.44,28.75,12.6875,2.4375,1.6863191,0.23293856,0.22698036,0.50829405,6.675,10.9875
00-0021148,Jeremy Shockey,TE,NYG,2007,14,4.07,4.43,44.214287,0.21,29.785715,16.785715,2.357143,3.7274103,0.21744236,0.21205372,0.47460112,5.75,9.821428
00-0021148,Jeremy Shockey,TE,NO,2008,12,4.17,4.42,40.25,0.0,24.0,17.583334,2.5,4.5427723,0.17354451,0.17467853,0.38259172,3.6916666,7.858333
00-0021148,Jeremy Shockey,TE,NO,2009,16,3.44,4.75,39.1875,0.31,44.5,8.8125,2.0625,0.9094482,0.144249,0.16879739,0.33453166,5.79375,9.23125
00-0021148,Jeremy Shockey,TE,NO,2010,14,3.07,4.5,30.857143,0.21,37.857143,8.928572,1.6428572,0.8518776,0.11101032,0.13364625,0.26006785,4.3714285,7.4428573
00-0021148,Jeremy Shockey,TE,CAR,2011,15,2.47,4.13,30.333334,0.27,38.0,12.666667,1.6,2.88989,0.13561861,0.12569818,0.29141665,4.5,6.9666667
00-0021150,William Green,RB,CLE,2002,17,1.06,1.71,7.117647,0.0,0.0,0.0,0.29411766,0.0,0.07185784,0.0,0.0,8.341176,9.4
00-0021150,William Green,RB,CLE,2003,7,1.43,2.0,7.142857,0.0,0.0,0.0,0.2857143,0.0,0.064390115,0.0,0.0,8.985714,10.414286
00-0021150,William Green,RB,CLE,2004,14,1.0,1.57,6.0,0.0,0.0,0.0,0.21428572,0.0,0.07192197,0.0,0.0,5.35,6.35
00-0021150,William Green,RB,CLE,2005,7,0.71,0.71,4.285714,0.0,0.0,0.0,0.0,0.0,0.06397704,0.0,0.0,1.5428572,2.2571428
00-0021152,Ashley Lelie,WR,DEN,2002,15,2.33,3.53,35.0,0.13,0.0,0.0,1.6,0.0,0.0967672,0.0,0.0,4.5666666,6.9
00-0021152,Ashley Lelie,WR,DEN,2003,17,2.24,4.94,37.35294,0.12,0.0,0.0,1.5294118,0.0,0.16752301,0.0,0.0,4.6941175,6.929412
00-0021152,Ashley Lelie,WR,DEN,2004,17,3.29,6.18,65.35294,0.41,0.0,0.0,2.4117646,0.0,0.1896165,0.0,0.0,9.035295,12.3294115
00-0021152,Ashley Lelie,WR,DEN,2005,18,2.72,2.94,49.333332,0.11,0.0,0.0,1.8888888,0.0,0.16567716,0.0,0.0,6.0666666,8.788889
00-0021152,Ashley Lelie,WR,ATL,2006,13,2.15,2.23,33.076923,0.08,30.923077,3.8461537,1.6153846,1.0573231,0.16261932,0.26811233,0.4316076,3.7692308,5.923077
00-0021152,Ashley Lelie,WR,SF,2007,5,2.0,2.0,23.0,0.0,21.2,1.8,0.8,1.0533334,0.08702856,0.17483695,0.2529287,2.3,4.3
00-0021152,Ashley Lelie,WR,LV,2008,6,1.83,2.67,32.833332,0.33,37.333332,4.0,1.5,1.0758802,0.17943767,0.39966336,0.54892087,5.2833333,7.116667
00-0021153,Javon Walker,WR,GB,2002,15,1.87,3.93,28.2,0.07,0.0,0.0,1.2666667,0.0,0.10863069,0.0,0.0,3.16,5.0266666
00-0021153,Javon Walker,WR,GB,2003,18,2.61,4.61,48.38889,0.5,0.0,0.0,1.8333334,0.0,0.15520309,0.0,0.0,7.688889,10.3
00-0021153,Javon Walker,WR,GB,2004,17,5.35,8.76,82.882355,0.71,0.0,0.0,3.8235295,0.0,0.2299729,0.0,0.0,12.288235,17.641176
00-0021153,Javon Walker,WR,GB,2005,1,4.0,4.0,27.0,0.0,0.0,0.0,2.0,0.0,0.14814815,0.0,0.0,2.7,6.7
00-0021153,Javon Walker,WR,DEN,2006,16,4.31,4.31,67.75,0.5,47.1875,20.5625,3.3125,1.5048554,0.2741107,0.4489054,0.72539985,10.91875,15.23125
00-0021153,Javon Walker,WR,DEN,2007,7,3.71,3.71,41.0,0.0,24.285715,16.714285,1.4285715,1.7281277,0.17435497,0.17516991,0.38415137,4.0571427,7.7714286
00-0021153,Javon Walker,WR,LV,2008,7,2.14,2.43,28.0,0.14,24.857143,4.571429,1.7142857,1.1580989,0.15791203,0.36100388,0.48957074,3.6571429,5.8
00-0021154,Daniel Graham,TE,NE,2002,10,1.5,2.3,15.0,0.1,0.0,0.0,0.7,0.0,0.065003306,0.0,0.0,2.1000001,3.6
00-0021154,Daniel Graham,TE,NE,2003,15,2.87,4.73,30.266666,0.27,0.0,0.0,1.5333333,0.0,0.13931176,0.0,0.0,4.4933333,7.36
00-0021154,Daniel Graham,TE,NE,2004,17,1.94,3.0,22.352942,0.41,0.0,0.0,1.2352941,0.0,0.10151641,0.0,0.0,4.7058825,6.647059
00-0021154,Daniel Graham,TE,NE,2005,8,2.12,2.12,31.625,0.38,0.0,0.0,1.25,0.0,0.095802754,0.0,0.0,5.4125,7.5375
00-0021154,Daniel Graham,TE,NE,2006,14,1.71,1.71,20.5,0.21,13.785714,6.714286,1.0714285,2.1526632,0.09177554,0.09917847,0.20708822,3.192857,4.9071426
00-0021154,Daniel Graham,TE,DEN,2007,11,2.18,2.18,22.363636,0.18,12.909091,9.454545,1.0909091,2.2534788,0.1120626,0.09887617,0.23730722,3.3272727,5.509091
00-0021154,Daniel Graham,TE,DEN,2008,14,2.29,2.29,27.785715,0.29,13.571428,14.214286,1.4285715,3.0355647,0.09012265,0.07279129,0.18613787,4.492857,6.7785716
00-0021154,Daniel Graham,TE,DEN,2009,15,1.87,2.87,19.266666,0.07,8.0,13.333333,0.93333334,2.0876484,0.082502425,0.021167867,0.13857114,2.3266666,4.193333
00-0021154,Daniel Graham,TE,DEN,2010,14,1.29,2.64,10.571428,0.0,16.5,3.0714285,0.35714287,0.7751882,0.07091387,0.041156236,0.13518018,1.0571429,2.3428571
00-0021154,Daniel Graham,TE,TEN,2011,5,0.4,1.0,5.0,0.2,5.4,1.2,0.4,0.48,0.030149408,0.021552142,0.06031061,1.7,2.1
00-0021159,Jerramy Stevens,TE,SEA,2002,11,2.36,3.82,22.90909,0.27,0.0,0.0,1.2727273,0.0,0.10632402,0.0,0.0,3.9272728,6.290909
00-0021159,Jerramy Stevens,TE,SEA,2003,11,0.55,1.73,6.5454545,0.0,0.0,0.0,0.27272728,0.0,0.05735064,0.0,0.0,0.6545454,1.2
00-0021159,Jerramy Stevens,TE,SEA,2004,16,2.0,3.0,22.8125,0.19,0.0,0.0,1.25,0.0,0.0905124,0.0,0.0,3.53125,5.53125
00-0021159,Jerramy Stevens,TE,SEA,2005,18,3.11,3.44,36.555557,0.39,0.0,0.0,2.0,0.0,0.18011485,0.0,0.0,5.9888887,9.1
00-0021159,Jerramy Stevens,TE,SEA,2006,11,2.64,2.64,29.636364,0.55,22.272728,7.3636365,1.3636364,1.4070591,0.15257138,0.15144049,0.3348654,6.236364,8.872727
00-0021159,Jerramy Stevens,TE,TB,2007,7,2.71,2.71,27.714285,0.57,17.571428,10.142858,1.5714285,1.5165024,0.09960623,0.14611463,0.25168958,6.2,8.914286
00-0021159,Jerramy Stevens,TE,TB,2008,12,2.92,3.58,32.083332,0.17,27.75,11.0,1.3333334,1.7825505,0.14580834,0.15826076,0.32949504,4.2083335,7.125
00-0021159,Jerramy Stevens,TE,TB,2009,14,1.07,2.29,9.285714,0.07,17.428572,2.2857144,0.42857143,0.9052524,0.06277661,0.054231722,0.13212712,1.3571428,2.4285715
00-0021159,Jerramy Stevens,TE,TB,2010,4,0.75,1.25,10.75,0.0,19.0,2.25,0.5,0.83552635,0.037126392,0.061192427,0.09852429,1.075,1.825
00-0021163,Jabar Gaffney,WR,HOU,2002,16,2.56,5.06,30.1875,0.06,0.0,0.0,1.6875,0.0,0.19338858,0.0,0.0,3.86625,6.42875
00-0021163,Jabar Gaffney,WR,HOU,2003,14,2.43,4.07,28.714285,0.14,0.0,0.0,1.5,0.0,0.14665286,0.0,0.0,3.8214285,6.25
00-0021163,Jabar Gaffney,WR,HOU,2004,15,2.73,4.53,42.133335,0.13,0.0,0.0,2.2666667,0.0,0.15851024,0.0,0.0,5.08,7.8133335
00-0021163,Jabar Gaffney,WR,HOU,2005,14,3.93,4.5,35.142857,0.14,0.0,0.0,2.2142856,0.0,0.2679083,0.0,0.0,4.464286,8.392858
00-0021163,Jabar Gaffney,WR,NE,2006,10,3.2,3.2,38.6,0.3,31.4,7.2,2.3,1.1885034,0.13369817,0.25528112,0.37924403,5.66,8.86
00-0021163,Jabar Gaffney,WR,NE,2007,15,2.67,2.67,32.466667,0.4,23.6,8.866667,1.6666666,1.3712342,0.10533519,0.13631602,0.253424,5.6466665,8.3133335
00-0021163,Jabar Gaffney,WR,NE,2008,11,3.45,3.64,42.545456,0.18,36.545456,10.818182,2.3636363,1.2090081,0.14007181,0.24926236,0.38459137,5.5272727,8.981818
00-0021163,Jabar Gaffney,WR,DEN,2009,16,3.38,5.44,45.75,0.12,52.6875,16.4375,2.25,0.81174725,0.14989781,0.20680727,0.3696118,5.325,8.7
00-0021163,Jabar Gaffney,WR,DEN,2010,16,4.06,7.0,54.6875,0.12,81.625,13.0,2.625,0.65390587,0.19241187,0.24400727,0.45942292,6.21875,10.28125
00-0021163,Jabar Gaffney,WR,WAS,2011,16,4.25,7.19,59.1875,0.31,95.0625,11.3125,3.125,0.7001074,0.20315942,0.28680173,0.5055003,7.66875,11.91875
00-0021163,Jabar Gaffney,WR,MIA,2012,3,1.33,3.33,22.666666,0.0,43.666668,3.6666667,1.0,0.5686264,0.09682861,0.16974854,0.2640669,2.2666667,3.6
00-0021164,DeShaun Foster,RB,CAR,2003,18,1.72,2.39,13.444445,0.11,0.0,0.0,0.44444445,0.0,0.09519823,0.0,0.0,5.8166666,7.538889
00-0021164,DeShaun Foster,RB,CAR,2004,4,2.25,2.25,19.0,0.0,0.0,2.5,1.0,0.0,0.11937452,0.0,0.0,11.275,13.525
00-0021164,DeShaun Foster,RB,CAR,2005,17,2.12,2.12,22.294117,0.06,0.0,0.0,0.7058824,0.0,0.13980165,0.0,0.0,9.564706,11.682353
00-0021164,DeShaun Foster,RB,CAR,2006,14,2.29,2.29,11.357142,0.0,-0.85714287,12.071428,0.21428572,1.5704142,0.13237795,0.0015667161,0.19966362,8.542857,10.828571
00-0021164,DeShaun Foster,RB,CAR,2007,16,1.56,1.62,11.375,0.06,0.1875,10.8125,0.375,-2.4946427,0.085375935,-0.012924053,0.119017065,7.4875,9.05
00-0021164,DeShaun Foster,RB,SF,2008,11,1.45,1.55,12.090909,0.09,4.909091,7.181818,0.54545456,3.1527777,0.09267624,0.04893694,0.17327021,4.245455,5.7
00-0021166,Josh Reed,WR,BUF,2002,16,2.31,3.69,31.8125,0.12,0.0,0.0,1.4375,0.0,0.09481849,0.0,0.0,3.80625,6.11875
00-0021166,Josh Reed,WR,BUF,2003,16,3.62,6.5,36.75,0.12,0.0,0.0,2.0625,0.0,0.22179624,0.0,0.0,4.5375,8.1625
00-0021166,Josh Reed,WR,BUF,2004,11,1.45,3.27,13.909091,0.0,0.0,0.0,0.72727275,0.0,0.11191481,0.0,0.0,1.3818182,2.8363636
00-0021166,Josh Reed,WR,BUF,2005,16,2.0,2.0,28.0625,0.12,0.0,0.0,1.25,0.0,0.12782152,0.0,0.0,3.5375001,5.5375
00-0021166,Josh Reed,WR,BUF,2006,12,2.83,2.83,34.166668,0.17,22.0,12.166667,1.75,1.4978759,0.19460513,0.2702258,0.48106572,4.525,7.358333
00-0021166,Josh Reed,WR,BUF,2007,15,3.4,3.73,38.533333,0.0,27.933332,12.933333,2.2,1.5833316,0.19745025,0.3175933,0.5184907,3.92,7.32
00-0021166,Josh Reed,WR,BUF,2008,13,4.31,4.62,45.923077,0.08,39.46154,11.384615,2.7692308,1.362497,0.23305093,0.30176544,0.56081223,5.0538464,9.361538
00-0021166,Josh Reed,WR,BUF,2009,13,2.08,3.46,22.384615,0.08,28.384615,7.230769,1.3846154,0.7345595,0.12497328,0.13270395,0.28035268,2.7,4.776923
00-0021174,Tim Carter,WR,NYG,2002,4,0.5,0.75,9.25,0.0,0.0,0.0,0.5,0.0,0.03398987,0.0,0.0,1.625,2.125
00-0021174,Tim Carter,WR,NYG,2003,11,2.36,4.73,28.09091,0.0,0.0,0.0,1.0909091,0.0,0.1240965,0.0,0.0,2.8090909,5.1727276
00-0021174,Tim Carter,WR,NYG,2004,5,2.4,3.6,36.4,0.2,0.0,0.0,2.0,0.0,0.11995424,0.0,0.0,5.3,7.7000003
00-0021174,Tim Carter,WR,NYG,2005,12,0.83,1.17,15.333333,0.0,0.0,0.0,0.6666667,0.0,0.08012162,0.0,0.0,1.9166667,2.75
00-0021174,Tim Carter,WR,NYG,2006,12,2.0,2.08,22.25,0.17,18.166666,4.0833335,1.1666666,1.3147272,0.10690878,0.15692924,0.27021363,3.0583334,5.0583334
00-0021174,Tim Carter,WR,CLE,2007,6,1.33,1.5,19.5,0.17,18.0,3.1666667,1.1666666,1.0462962,0.06580585,0.11162169,0.17684396,2.95,4.2833333
00-0021174,Tim Carter,WR,LA,2009,2,0.5,2.5,3.0,0.0,22.5,0.5,0.0,0.10344828,0.086875,0.11860779,0.21333796,0.3,0.8
00-0021175,Andre Davis,WR,CLE,2002,17,2.29,4.47,28.529411,0.41,0.0,0.0,1.5882353,0.0,0.12972784,0.0,0.0,5.717647,8.011765
00-0021175,Andre Davis,WR,CLE,2003,16,2.5,3.88,36.0,0.31,0.0,0.0,1.9375,0.0,0.12823431,0.0,0.0,5.65,8.15
00-0021175,Andre Davis,WR,CLE,2004,7,2.29,5.0,59.42857,0.29,0.0,0.0,2.0,0.0,0.18700714,0.0,0.0,7.6142855,9.9
00-0021175,Andre Davis,WR,NE,2005,9,1.22,1.22,27.11111,0.11,0.0,0.0,1.0,0.0,0.06672011,0.0,0.0,3.5222223,4.7444444
00-0021175,Andre Davis,WR,BUF,2006,2,1.0,1.0,6.5,0.0,3.5,3.0,0.0,0.5714286,0.048809525,0.01923077,0.08667582,0.65,1.65
00-0021175,Andre Davis,WR,HOU,2007,14,2.36,2.64,41.642857,0.21,37.285713,7.214286,1.3571428,1.2958232,0.11341605,0.27341372,0.36151367,6.7357144,9.092857
00-0021175,Andre Davis,WR,HOU,2008,9,1.44,1.67,23.666666,0.0,24.222221,6.5555553,1.2222222,2.9191027,0.07036954,0.15404193,0.21338366,2.3666668,3.8111112
00-0021175,Andre Davis,WR,HOU,2009,6,1.0,1.83,9.833333,0.0,24.0,3.3333333,0.5,0.61069185,0.05237108,0.08473854,0.13787359,0.9833333,1.9833333
00-0021176,Reche Caldwell,WR,LAC,2002,12,1.83,3.58,17.333334,0.25,0.0,0.0,1.1666666,0.0,0.099580884,0.0,0.0,3.375,5.2083335
00-0021176,Reche Caldwell,WR,LAC,2003,9,0.89,3.78,8.888889,0.0,0.0,0.0,0.44444445,0.0,0.12283686,0.0,0.0,1.3222222,2.211111
00-0021176,Reche Caldwell,WR,LAC,2004,6,3.0,4.83,51.666668,0.5,0.0,0.0,1.3333334,0.0,0.1800528,0.0,0.0,8.916667,11.916667
00-0021176,Reche Caldwell,WR,LAC,2005,12,2.33,2.42,29.333334,0.08,0.0,0.0,1.3333334,0.0,0.10548617,0.0,0.0,3.1833334,5.516667
00-0021176,Reche Caldwell,WR,NE,2006,19,4.05,4.05,49.263157,0.26,31.368422,17.894737,2.5263157,1.3838383,0.18747124,0.28516906,0.4808252,6.531579,10.58421
00-0021176,Reche Caldwell,WR,WAS,2007,6,2.67,2.67,24.666666,0.0,20.666666,4.0,1.5,1.3443286,0.10813812,0.12693925,0.25106466,2.4666667,5.133333
00-0021179,Clinton Portis,RB,DEN,2002,16,2.06,3.0,22.75,0.12,0.0,0.0,1.0625,0.0,0.09924242,0.0,0.0,17.699999,19.7625
00-0021179,Clinton Portis,RB,DEN,2003,14,2.79,3.93,23.142857,0.0,0.0,0.0,0.71428573,0.0,0.14373091,0.0,0.0,20.164286,22.95
00-0021179,Clinton Portis,RB,WAS,2004,15,2.67,3.8,15.666667,0.13,0.0,0.0,0.6666667,0.0,0.12511188,0.0,0.0,12.906667,15.573334
00-0021179,Clinton Portis,RB,WAS,2005,18,1.83,2.0,12.333333,0.0,0.0,0.0,0.7222222,0.0,0.11517359,0.0,0.0,14.326667,16.16
00-0021179,Clinton Portis,RB,WAS,2006,8,2.12,2.12,21.25,0.0,-1.125,22.375,0.625,-3.410289,0.12952404,-0.010685766,0.18680601,13.9125,16.0375
00-0021179,Clinton Portis,RB,WAS,2007,17,3.0,3.0,24.529411,0.0,-3.8235295,28.352942,1.1764706,-2.810265,0.16741839,-0.054336876,0.21309176,13.747059,16.747059
00-0021179,Clinton Portis,RB,WAS,2008,16,1.75,1.75,13.625,0.0,-1.0,14.625,0.6875,6.196429,0.09206411,-0.011161295,0.13028327,13.65625,15.40625
00-0021179,Clinton Portis,RB,WAS,2009,8,1.12,1.5,7.125,0.12,-3.125,8.875,0.25,-3.2,0.08303214,-0.026257813,0.10616773,8.1375,9.2625
00-0021179,Clinton Portis,RB,WAS,2010,5,1.0,1.8,11.0,0.0,1.6,12.8,0.8,3.482143,0.061625164,0.0039290586,0.09518809,8.04,9.04
00-0021182,Maurice Morris,RB,SEA,2002,6,0.5,0.5,4.1666665,0.0,0.0,0.0,0.16666667,0.0,0.029110176,0.0,0.0,3.6333334,4.133333
00-0021182,Maurice Morris,RB,SEA,2003,14,0.29,0.5,2.2857144,0.07,0.0,0.0,0.14285715,0.0,0.04666662,0.0,0.0,2.392857,2.6785715
00-0021182,Maurice Morris,RB,SEA,2004,15,0.6,1.4,3.5333333,0.0,0.0,0.0,0.33333334,0.0,0.055416726,0.0,0.0,1.2533333,1.8533334
00-0021182,Maurice Morris,RB,SEA,2005,14,0.5,0.5,5.0,0.0,0.0,0.0,0.2857143,0.0,0.06961009,0.0,0.0,3.5071428,4.007143
00-0021182,Maurice Morris,RB,SEA,2006,18,0.61,0.61,2.5555556,0.0,0.11111111,2.4444444,0.055555556,1.1666666,0.066992976,0.0018839203,0.101808205,3.6277778,4.2388887
00-0021182,Maurice Morris,RB,SEA,2007,15,1.53,1.73,14.2,0.07,6.6666665,10.933333,0.53333336,3.5362048,0.08501199,0.036974646,0.15340023,7.5533333,9.086666
00-0021182,Maurice Morris,RB,SEA,2008,13,1.46,1.62,10.461538,0.15,1.0769231,9.153846,0.3846154,-1.6205357,0.1450082,0.012158497,0.22602326,6.230769,7.692308
00-0021182,Maurice Morris,RB,DET,2009,14,1.86,2.71,15.0,0.0,0.64285713,14.642858,0.5,0.88310784,0.08805558,0.0050491504,0.13561778,5.242857,7.1
00-0021182,Maurice Morris,RB,DET,2010,10,2.5,3.1,17.0,0.0,4.1,15.6,0.9,-3.9140613,0.09174778,0.017031223,0.14954352,8.059999,10.56
00-0021182,Maurice Morris,RB,DET,2011,13,2.0,2.69,17.692308,0.08,1.3846154,15.307693,0.6923077,0.8107493,0.07381156,0.0063453093,0.11515906,5.123077,7.123077
00-0021183,Doug Jolley,TE,LV,2002,16,2.69,3.19,31.375,0.19,0.0,0.0,1.5,0.0,0.08409458,0.0,0.0,4.2625,6.95
00-0021183,Doug Jolley,TE,LV,2003,12,2.58,4.42,20.833334,0.08,0.0,0.0,0.9166667,0.0,0.1330761,0.0,0.0,2.5833333,5.1666665
00-0021183,Doug Jolley,TE,LV,2004,16,1.69,3.0,19.5625,0.12,0.0,0.0,0.875,0.0,0.08664691,0.0,0.0,2.70625,4.39375
00-0021183,Doug Jolley,TE,NYJ,2005,11,2.64,2.64,29.454546,0.09,0.0,0.0,1.5454545,0.0,0.14885424,0.0,0.0,3.3090909,5.9454546
00-0021183,Doug Jolley,TE,TB,2006,1,1.0,1.0,7.0,0.0,7.0,0.0,0.0,1.0,0.071428575,0.09589041,0.17426614,0.7,1.7
00-0021184,Ladell Betts,RB,WAS,2002,10,1.2,1.7,15.4,0.0,0.0,0.0,0.5,0.0,0.058262333,0.0,0.0,5.01,6.21
00-0021184,Ladell Betts,RB,WAS,2003,9,1.67,2.56,18.555555,0.0,0.0,0.0,0.8888889,0.0,0.089888126,0.0,0.0,6.022222,7.688889
00-0021184,Ladell Betts,RB,WAS,2004,13,1.15,1.92,8.307693,0.0,0.0,0.0,0.30769232,0.0,0.08689092,0.0,0.0,4.146154,5.3
00-0021184,Ladell Betts,RB,WAS,2005,14,1.0,1.0,7.857143,0.07,0.0,0.0,0.35714287,0.0,0.086427614,0.0,0.0,4.4142857,5.4142857
00-0021184,Ladell Betts,RB,WAS,2006,16,3.31,3.31,27.8125,0.06,0.625,27.1875,1.375,-0.27424246,0.19256487,-0.013427305,0.2794482,11.49375,14.806251
00-0021184,Ladell Betts,RB,WAS,2007,17,1.35,1.35,11.3529415,0.06,-1.117647,12.470589,0.47058824,-1.1224537,0.093561724,-0.015009314,0.12983605,3.782353,5.135294
00-0021184,Ladell Betts,RB,WAS,2008,13,1.69,1.69,15.384615,0.0,1.7692307,13.615385,0.46153846,-0.16296294,0.120418474,0.015420482,0.19142205,3.4307692,5.123077
00-0021184,Ladell Betts,RB,WAS,2009,10,1.7,2.0,17.9,0.0,-1.5,19.0,1.0,5.445781,0.0746354,-0.009893484,0.10502766,5.09,6.79
00-0021184,Ladell Betts,RB,NO,2010,7,3.29,4.43,20.142857,0.0,-2.2857144,24.0,0.85714287,-5.619361,0.09835972,-0.00885335,0.14134224,5.5857143,8.8714285
00-0021190,Antwaan Randle El,RB,PIT,2002,18,3.11,4.5,34.833332,0.11,0.0,0.0,1.6666666,0.0,0.11769912,0.0,0.0,5.85,8.961111
00-0021190,Antwaan Randle El,RB,PIT,2003,16,2.31,3.5,22.75,0.06,0.0,0.0,1.3125,0.0,0.108748965,0.0,0.0,3.88375,6.19625
00-0021190,Antwaan Randle El,RB,PIT,2004,18,2.61,3.83,36.61111,0.17,0.0,0.0,1.7222222,0.0,0.1704024,0.0,0.0,4.8722224,7.483333
00-0021190,Antwaan Randle El,RB,PIT,2005,19,2.47,2.95,35.63158,0.11,0.0,0.0,1.7368422,0.0,0.18236332,0.0,0.0,5.78421,8.2578945
