player_id,player_display_name,season,position,position_group,week,recent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0000849,Mike Bartrum,2002,LS,SPEC,2,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00904727,0.0,0.0,0.026709402,0.0,0.0,0.0,0.4,0.9
00-0000849,Mike Bartrum,2003,LS,SPEC,1,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49290082,0.0,0.0,0.04347826,0.0,0.0,0.0,0.0,0.0
00-0000849,Mike Bartrum,2004,LS,SPEC,4,PHI,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.70976293,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.25,1.75,11.25,0.25,0.25,0.0,0.0,0.0,0.75,1.0044839,0.0,0.0,0.053850763,0.0,0.0,0.0,2.625,3.875
00-0000849,Mike Bartrum,2005,LS,SPEC,2,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.6076515,0.0,0.0,0.04848485,0.0,0.0,0.0,6.3,7.3
00-0000865,Charlie Batch,2003,QB,QB,2,PIT,2.0,4.0,23.5,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,-2.2811053,0.0,0.0,0.032505795,0.5,5.5,0.0,0.0,0.0,0.5,0.75004417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.48999995,0.48999995
00-0000865,Charlie Batch,2005,QB,QB,3,PIT,7.67,12.0,82.0,0.33,0.33333334,0.33333334,2.0,0.33,0.0,0.0,0.0,4.0,1.0818926,0.0,0.0,0.098583035,3.67,10.0,0.33,0.0,0.0,1.0,-0.43834803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,6.9466667,6.9466667
00-0000865,Charlie Batch,2006,QB,QB,7,PIT,4.29,7.43,68.14286,0.71,0.0,0.42857143,1.8571428,0.0,0.0,79.57143,28.571428,3.0,3.9669042,0.0,1.3801626,0.15796812,1.86,1.7142857,0.0,0.14285715,0.14285715,0.14285715,-2.7107515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,5.468571,5.468571
00-0000865,Charlie Batch,2007,QB,QB,7,PIT,2.43,5.14,33.142857,0.29,0.42857143,0.0,0.0,0.0,0.0,61.714287,15.0,1.4285715,-2.2890975,0.0,0.40749782,0.0058198012,1.71,-1.0,0.0,0.0,0.0,0.0,-1.3718158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,1.5114286,1.5114286
00-0000865,Charlie Batch,2009,QB,QB,1,PIT,1.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,1.0,1.4498487,0.0,0.9444444,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.68,0.68
00-0000865,Charlie Batch,2010,QB,QB,3,PIT,9.67,16.33,117.333336,1.0,1.0,1.3333334,7.0,0.0,0.0,180.33333,40.666668,4.3333335,-0.84778386,0.0,0.6500511,0.12324648,2.33,10.0,0.0,0.33333334,0.0,0.6666667,0.56357867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,7.6933336,7.6933336
00-0000865,Charlie Batch,2011,QB,QB,3,PIT,5.0,8.0,69.333336,0.0,0.33333334,0.6666667,3.3333333,0.0,0.0,63.0,30.666666,3.0,-0.03228891,0.0,0.5745856,0.15443718,1.0,-0.6666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,2.04,2.04
00-0000865,Charlie Batch,2012,QB,QB,2,PIT,22.5,35.0,237.5,0.5,2.0,1.5,6.0,0.5,0.0,331.5,128.5,11.0,-0.8230157,0.0,0.7149956,0.08030844,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,7.5,7.5
00-0000869,D'Wayne Bates,2002,WR,WR,14,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.57,5.71,49.214287,0.29,0.071428575,0.0,0.0,0.0,2.4285715,3.1181266,0.0,0.0,0.1729768,0.0,0.0,0.0,6.635714,10.207143
00-0000869,D'Wayne Bates,2003,WR,WR,9,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.67,3.22,16.777779,0.11,0.0,0.0,0.0,0.0,1.2222222,-0.0006673601,0.0,0.0,0.10165177,0.0,0.0,0.0,2.3444445,4.0111113
00-0000883,Marco Battaglia,2002,TE,TE,1,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.410739,0.0,0.0,0.032258064,0.0,0.0,0.0,0.0,0.0
00-0000911,Fred Baxter,2002,TE,TE,5,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.6,10.2,0.0,0.0,0.0,0.0,0.0,0.6,0.3525771,0.0,0.0,0.054757617,0.0,0.0,0.0,1.02,2.02
00-0000911,Fred Baxter,2003,TE,TE,1,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1880789,0.0,0.0,0.045454547,0.0,0.0,0.0,0.0,0.0
00-0000942,Fred Beasley,2002,RB,RB,17,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.71,4.5882354,0.0,0.0,0.0,0.88235295,0.16806209,0.0,1.53,2.12,10.294118,0.06,0.0,0.0,0.0,0.0,0.5294118,0.3090802,0.0,0.0,0.05889274,0.0,0.0,0.0,1.8411765,3.3705883
00-0000942,Fred Beasley,2003,RB,RB,15,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.13,1.6,0.0,0.0,0.0,0.26666668,-0.84353393,0.0,1.27,1.87,12.266666,0.07,0.0,0.0,0.0,0.0,0.4,0.24408036,0.0,0.0,0.07359353,0.0,0.0,0.0,1.7866666,3.0533333
00-0000942,Fred Beasley,2004,RB,RB,12,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.75,1.25,0.0,0.0,0.0,0.33333334,-0.47963744,0.0,0.83,2.08,3.6666667,0.0,0.0,0.0,0.0,0.0,0.083333336,-1.3640025,0.0,0.0,0.0654147,0.0,0.0,0.0,0.49166667,1.325
