player_id,player_display_name,season,position,position_group,week,recent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0022427,Wes Welker,2009,WR,WR,14,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.36,2.5714285,0.0,0.0,0.0,0.21428572,0.8737362,0.0,8.79,11.57,96.28571,0.29,0.0,0.0,65.07143,51.5,5.071429,4.5799303,0.0,1.7941015,0.33872902,0.24087915,0.67670894,0.0,11.6,20.385714
00-0022427,Wes Welker,2010,WR,WR,16,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.81,8.25,56.5625,0.44,0.0,0.0,45.3125,26.6875,3.25,2.4730074,0.0,1.2480999,0.2588266,0.19224311,0.5228101,0.0,8.28125,14.09375
00-0022427,Wes Welker,2011,WR,WR,19,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.32,2.6842105,0.0,0.0,0.0,0.21052632,0.5853295,0.0,7.42,10.32,91.42105,0.53,0.0,0.0,77.57895,40.42105,4.5263157,5.838546,0.0,1.7700509,0.26985985,0.2318371,0.5670757,0.0,12.568421,19.989473
00-0022427,Wes Welker,2012,WR,WR,18,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.11,1.1111112,0.0,0.0,0.0,0.11111111,0.8398869,0.0,7.44,11.11,89.0,0.39,0.11111111,0.055555556,86.27778,45.055557,4.5,3.7969098,0.0,1.0314376,0.28522474,0.2570253,0.6077548,0.0,11.233334,18.677778
00-0022427,Wes Welker,2013,WR,WR,16,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.69,8.44,58.625,0.69,0.0,0.0,62.75,24.25,3.5,2.9828236,0.06,1.0222392,0.20369335,0.19470084,0.4418306,0.0,10.1125,15.8
00-0022427,Wes Welker,2014,WR,WR,15,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.33,4.4,32.266666,0.13,0.0,0.0,28.2,13.8,1.6666666,0.34154013,0.0,1.3444108,0.1157816,0.08576848,0.23371033,0.0,4.0266666,7.36
00-0022427,Wes Welker,2015,WR,WR,7,LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.86,3.14,14.571428,0.0,0.0,0.0,17.0,7.142857,0.71428573,-1.5884696,0.0,2.9788356,0.09631173,0.06359407,0.18898344,0.0,1.4571428,3.3142858
00-0022431,Ran Carthon,2005,RB,RB,3,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,4.33,6.0,0.33,0.0,0.0,1.0,-1.1768767,0.0,0.33,0.33,3.3333333,0.0,0.0,0.0,0.0,0.0,0.33333334,1.3365017,0.0,0.0,0.05,0.0,0.0,0.0,2.9333334,3.2666667
00-0022431,Ran Carthon,2006,RB,RB,1,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,3.0,4.0,1.0,0.0,0.0,1.0,0.0031055962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,6.4,6.4
00-0022434,Carey Davis,2007,RB,RB,12,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.67,5.9166665,0.0,0.0,0.0,0.16666667,-0.5990223,0.0,1.17,1.17,5.25,0.0,0.0,0.0,1.0,4.25,0.16666667,0.14137335,0.0,1.3796296,0.08837891,0.008875595,0.13878128,0.0,1.1166667,2.2833333
00-0022434,Carey Davis,2008,RB,RB,11,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.18,3.1818182,0.0,0.0,0.0,0.18181819,-1.0635102,0.0,0.91,0.91,5.4545455,0.0,0.09090909,0.0,1.1818181,4.2727275,0.18181819,-0.108009584,0.0,2.368254,0.07868893,0.015949434,0.129198,0.0,0.8636364,1.7727273
00-0022434,Carey Davis,2009,RB,RB,1,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,2.0,15.0,0.0,0.0,0.0,1.0,-0.0949936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,1.5,1.5
00-0022447,Brett Pierce,2005,TE,TE,2,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,7.5,0.0,0.0,0.0,0.0,0.0,0.5,0.36703405,0.0,0.0,0.050125316,0.0,0.0,0.0,0.75,1.75
00-0022449,B.J. Sams,2004,RB,RB,7,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.57,2.7142856,0.14,0.0,0.0,0.2857143,0.652625,0.0,0.14,0.71,0.2857143,0.0,0.0,0.0,0.0,0.0,0.0,-1.2133746,0.0,0.0,0.04119789,0.0,0.0,0.2857143,2.8714285,3.0142858
00-0022464,Doug Easlick,2004,RB,RB,2,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26619172,0.0,0.0,0.029882155,0.0,0.0,0.0,0.2,0.7
00-0022483,Jason Rader,2008,TE,TE,1,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,26.0,0.0,1.0,1.0,17.0,9.0,0.0,-4.6057167,0.0,1.5294118,0.06666667,0.17525773,0.22268042,0.0,0.6,1.6
00-0022484,J.P. Foschi,2005,TE,TE,4,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.5,1.5,9.25,0.0,0.0,0.0,0.0,0.0,0.5,0.41740763,0.0,0.0,0.0823382,0.0,0.0,0.0,0.925,2.425
00-0022484,J.P. Foschi,2009,TE,TE,14,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.93,2.64,18.571428,0.14,0.071428575,0.071428575,13.571428,8.285714,0.64285713,0.14569996,0.0,1.4023689,0.08611521,0.054073587,0.16702431,0.0,2.5714285,4.5
00-0022527,Jabari Greer,2004,CB,DB,1,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,-6.0,0.0,0.0,0.0,0.0,-1.0877179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,-0.6,-0.6
00-0022529,Luke Lawton,2007,FB,RB,4,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.25,3.25,0.0,0.0,0.0,0.25,-0.98462856,0.0,1.0,1.0,7.25,0.25,0.0,0.0,-1.5,8.75,0.5,1.2813385,0.0,-4.833333,0.085,-0.04389483,0.09677362,0.0,2.55,3.55
00-0022529,Luke Lawton,2008,FB,RB,4,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.5,1.5,7.5,0.0,0.0,0.0,1.75,4.75,0.75,0.12721236,0.0,2.8125,0.09248366,0.028541638,0.15870464,0.0,0.75,2.25
00-0022529,Luke Lawton,2009,FB,RB,7,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.43,4.428571,0.0,0.0,0.0,0.2857143,4.714286,0.2857143,-0.39469302,0.0,-3.952381,0.054169185,0.0005974187,0.081671976,0.0,0.44285715,1.4428571
00-0022531,Jason Peters,2004,T,OL,2,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.43152013,0.0,0.0,0.033333335,0.0,0.0,0.5,3.0,3.0
00-0022531,Jason Peters,2005,T,OL,2,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.5,0.5,0.0,0.0,0.0,0.0,0.5,0.6307305,0.0,0.0,0.057189543,0.0,0.0,0.0,3.25,4.25
00-0022538,Shaud Williams,2004,RB,RB,4,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,10.5,41.75,0.5,0.0,0.0,2.0,-0.044088706,0.0,0.75,0.75,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.041387793,0.0,0.0,0.032539684,0.0,0.0,0.0,7.65,8.400001
00-0022538,Shaud Williams,2005,RB,RB,14,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,3.21,11.5,0.0,0.0,0.0,0.5,-0.92377514,0.0,1.21,1.21,8.428572,0.0,0.0,0.0,0.0,0.14285715,0.35714287,0.13164821,0.0,0.0,0.09903803,0.0,0.0,0.0,1.9928571,3.2071428
00-0022538,Shaud Williams,2006,RB,RB,2,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,1.0,0.0,0.0,0.0,0.0,-0.6383014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.1,0.1
00-0022555,Ben Utecht,2005,TE,TE,2,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.5,1.5,29.5,1.0,0.0,0.0,0.0,0.0,1.5,3.9320807,0.0,0.0,0.06926407,0.0,0.0,0.0,8.950001,10.450001
00-0022555,Ben Utecht,2006,TE,TE,17,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.47,2.47,24.588236,0.0,0.05882353,0.05882353,13.058824,11.529411,1.1764706,1.4299662,0.0,2.26896,0.10513671,0.07508128,0.21026196,0.0,2.3411765,4.8117647
00-0022555,Ben Utecht,2007,TE,TE,14,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.29,2.29,27.428572,0.07,0.14285715,0.071428575,13.357142,11.642858,1.5,2.1520736,0.0,2.375186,0.10463948,0.0764911,0.21050298,0.0,3.0285714,5.3142858
00-0022555,Ben Utecht,2008,TE,TE,8,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,15.375,0.0,0.125,0.0,9.375,6.0,1.0,0.6575824,0.0,1.3536897,0.1092491,0.09869408,0.2329595,0.0,1.5375,3.5375
00-0022561,Richard Smith,2004,WR,WR,1,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0875046,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0
00-0022564,Ronnie Cruz,2005,RB,RB,1,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0073202,0.0,0.0,0.06666667,0.0,0.0,0.0,1.5,2.5
00-0022564,Ronnie Cruz,2006,RB,RB,3,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.67,6.3333335,0.0,0.0,0.0,0.0,-0.40738204,0.0,0.67,0.67,6.6666665,0.0,0.0,0.0,-1.6666666,8.333333,0.6666667,3.3334632,0.0,-4.0,0.07692308,-0.05154639,0.07930214,0.0,1.3,1.9666667
00-0022578,P.J. Fleck,2004,WR,WR,1,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45415303,0.0,0.0,0.03448276,0.0,0.0,0.0,0.0,0.0
00-0022582,Richard Owens,2004,TE,TE,3,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.67,2.67,23.0,0.0,0.0,0.0,0.0,0.0,1.3333334,1.4994962,0.0,0.0,0.064444445,0.0,0.0,0.0,2.3,4.9666667
00-0022582,Richard Owens,2005,TE,TE,1,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4503186,0.0,0.0,0.0952381,0.0,0.0,0.0,1.8,3.8
00-0022582,Richard Owens,2006,TE,TE,6,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,7.5,0.17,0.0,0.0,2.0,5.5,0.5,0.79140705,0.0,3.7,0.047977716,0.016345173,0.0834082,0.0,1.75,2.75
00-0022582,Richard Owens,2007,TE,TE,1,LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,9.0,1.0,1.2034618,0.0,0.0,0.041666668,0.0,0.0625,0.0,0.9,1.9
00-0022589,Kyle Larson,2004,P,SPEC,1,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,11.0,1.0,0.0,0.0,1.0,4.2150326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,7.1,7.1
00-0022589,Kyle Larson,2005,P,SPEC,1,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,-3.6330621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0
00-0022590,Jared Lorenzen,2006,QB,QB,2,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,2.0,0.0,0.0,0.0,1.0,0.5340632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.2,0.2
00-0022590,Jared Lorenzen,2007,QB,QB,2,NYG,2.0,4.0,14.0,0.0,0.0,0.5,2.5,0.0,0.0,49.5,3.0,0.5,0.43419415,0.0,0.26423642,0.19423515,0.5,1.0,0.0,0.0,0.0,0.0,-2.2266684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.65999997,0.65999997
00-0022592,Curtis Deloatch,2006,DB,DB,1,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,1.0,6.0,6.0
00-0022613,Glenn Martinez,2005,WR,WR,1,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18092255,0.0,0.0,0.029411765,0.0,0.0,0.0,1.1,2.1
00-0022613,Glenn Martinez,2007,WR,WR,7,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,23.571428,0.0,0.0,0.0,17.857143,5.714286,1.2857143,2.5322218,0.0,1.2931373,0.09745503,0.13296959,0.23926127,0.14285715,3.2142859,5.214286
00-0022613,Glenn Martinez,2008,WR,WR,2,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.5,1.5,16.0,0.0,0.0,0.0,16.0,0.0,1.0,1.8294632,0.0,1.0,0.06935818,0.16622104,0.22039199,0.0,1.6,3.1
00-0022621,Andrae Thurman,2004,WR,WR,2,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5441449,0.0,0.0,0.053558845,0.0,0.0,0.0,0.6,1.6
00-0022621,Andrae Thurman,2005,WR,WR,4,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.75,1.75,23.0,0.0,0.0,0.0,0.0,0.0,1.25,1.5234284,0.0,0.0,0.067323774,0.0,0.0,0.0,2.3,4.0499997
00-0022664,Jonathan Smith,2004,WR,WR,5,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.4,2.2,0.0,0.0,0.0,0.2,0.515292,0.0,0.6,1.2,4.2,0.0,0.0,0.0,0.0,0.0,0.2,-1.3190233,0.0,0.0,0.05831965,0.0,0.0,0.2,1.84,2.44
00-0022664,Jonathan Smith,2005,WR,WR,4,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.25,0.25,0.0,0.0,0.0,0.0,-1.6049826,0.0,1.25,1.25,14.0,0.25,0.0,0.0,0.0,0.0,0.75,1.691421,0.0,0.0,0.10204679,0.0,0.0,0.0,2.925,4.175
00-0022674,Triandos Luke,2004,WR,WR,2,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,1.5,1.4079914,0.0,0.0,0.111482725,0.0,0.0,0.0,2.6,5.6
00-0022679,Jamaar Taylor,2004,WR,WR,6,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.17,-1.3333334,0.0,0.0,0.0,0.0,-1.38785,0.0,1.0,2.83,24.333334,0.0,0.0,0.0,0.0,0.0,0.6666667,0.17713632,0.0,0.0,0.11412813,0.0,0.0,0.0,2.3,3.3
00-0022684,Donnie Jones,2005,P,SPEC,1,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,-2.3629284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0
00-0022684,Donnie Jones,2006,P,SPEC,1,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,-3.454155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0
00-0022684,Donnie Jones,2008,P,SPEC,1,LA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,-2.1607478,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0
00-0022684,Donnie Jones,2011,P,SPEC,1,LA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,9.0,0.0,0.0,0.0,0.0,-1.2000569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.9,0.9
00-0022684,Donnie Jones,2016,P,SPEC,1,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,-3.6648653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,0.0
00-0022701,D.J. Hackett,2005,WR,WR,9,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.11,3.33,44.444443,0.22,0.0,0.0,0.0,0.0,1.8888888,3.5872295,0.0,0.0,0.16401479,0.0,0.0,0.0,5.7777777,8.888889
00-0022701,D.J. Hackett,2006,WR,WR,14,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.36,3.36,44.142857,0.29,0.0,0.0,27.5,16.642857,2.357143,4.323357,0.0,1.5505992,0.18538213,0.19771913,0.41647658,0.0,6.1285715,9.485714
00-0022701,D.J. Hackett,2007,WR,WR,8,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,5.75,62.5,0.5,0.0,0.0,46.875,19.875,2.625,3.983943,0.0,1.4377167,0.1973095,0.24250112,0.46571502,0.0,9.25,14.25
00-0022701,D.J. Hackett,2008,WR,WR,6,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.17,3.0,30.166666,0.0,0.16666667,0.16666667,28.333334,11.666667,1.1666666,1.1461811,0.0,1.4166981,0.13843286,0.18941428,0.34023926,0.0,2.6833334,4.85
00-0022704,Courtney Anderson,2004,TE,TE,8,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.62,2.62,21.875,0.12,0.0,0.0,0.0,0.0,0.75,0.8564032,0.0,0.0,0.0726754,0.0,0.0,0.0,2.9375,4.5625
00-0022704,Courtney Anderson,2005,TE,TE,10,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.4,2.4,30.3,0.3,0.1,0.0,0.0,0.0,1.9,3.0597959,0.0,0.0,0.12061206,0.0,0.0,0.0,4.83,7.23
00-0022704,Courtney Anderson,2006,TE,TE,11,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.27,2.27,25.90909,0.18,0.09090909,0.0,16.90909,8.909091,1.2727273,2.2350895,0.0,1.3047434,0.13745064,0.14017901,0.30430126,0.0,3.6818182,5.9545455
00-0022706,Michael Gaines,2004,TE,TE,7,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.57,1.71,4.857143,0.0,0.0,0.0,0.0,0.0,0.14285715,-1.172486,0.0,0.0,0.056642428,0.0,0.0,0.0,0.4857143,1.0571429
00-0022706,Michael Gaines,2005,TE,TE,7,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.71,1.71,22.142857,0.29,0.0,0.0,0.0,0.0,1.1428572,1.8999485,0.0,0.0,0.09597854,0.0,0.0,0.0,3.9285715,5.642857
00-0022706,Michael Gaines,2006,TE,TE,8,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.88,1.88,18.25,0.0,0.0,0.0,9.5,8.75,1.125,0.96019995,0.0,1.9707516,0.08265181,0.071050614,0.17371313,0.0,1.825,3.7
00-0022706,Michael Gaines,2007,TE,TE,15,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.67,1.87,14.333333,0.13,0.0,0.0,4.866667,11.133333,0.8666667,1.0650584,0.0,3.7877777,0.106209256,0.038383182,0.18618211,0.0,2.2333333,3.9
00-0022706,Michael Gaines,2008,TE,TE,11,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.09,2.09,23.636364,0.09,0.27272728,0.18181819,15.727273,7.909091,1.1818181,0.7621177,0.0,1.778992,0.11858991,0.12319717,0.26412287,0.0,2.5454545,4.6363635
