division_matchup,team_home_favorite,schedule_week_1,schedule_sunday,schedule_month,team_home_elo_pre,team_away_elo_pre,score_avg_pts_for_roll.home,score_avg_pts_against_roll.home,score_avg_pts_for_roll.away,score_avg_pts_against_roll.away,weather_cold,weather_wind_bad,weather_rain,weather_snow,weather_fog,team_offense_type.home_strong,team_offense_type.home_weak,team_defense_type.home_strong,team_defense_type.home_weak,team_offense_type.away_strong,team_offense_type.away_weak,team_defense_type.away_strong,team_defense_type.away_weak
False,True,False,True,10,1068.7992637049115,911.7988128822509,27.5,18.0,21.666666666666668,31.666666666666668,False,False,False,False,False,True,False,False,False,False,False,False,True
False,True,False,True,11,1068.7992637049115,1050.066045486323,20.166666666666668,13.333333333333334,17.666666666666668,17.833333333333332,False,False,False,False,False,False,False,True,False,False,True,True,False
False,False,False,True,11,1068.7992637049115,1020.720023407636,23.166666666666668,17.666666666666668,26.333333333333332,24.5,False,False,False,False,False,False,False,True,False,True,False,False,True
True,True,False,True,12,1068.7992637049115,922.6059636691656,26.666666666666668,21.0,21.666666666666668,28.333333333333332,False,False,False,False,False,True,False,False,False,False,False,False,True
False,True,False,False,12,1068.7992637049115,961.9814814228336,30.666666666666668,24.0,15.0,22.166666666666668,True,False,False,False,False,True,False,False,False,False,True,False,False
True,True,False,True,1,1068.7992637049115,1033.313465888192,34.0,25.666666666666668,23.166666666666668,27.833333333333332,True,False,False,False,False,True,False,False,True,False,False,False,True
False,True,False,False,1,1068.7992637049115,1076.5538265063985,29.5,23.666666666666668,22.333333333333332,15.166666666666666,True,False,False,False,False,True,False,False,False,False,False,True,False
True,True,False,True,9,1068.7992637049115,922.6059636691656,22.5,19.166666666666668,18.166666666666668,18.666666666666668,False,False,False,False,False,False,False,False,False,False,False,False,False
False,True,False,True,10,1068.7992637049115,1036.365276301752,19.166666666666668,19.833333333333332,19.166666666666668,29.666666666666668,False,False,False,False,False,False,False,False,False,False,False,False,True
False,True,False,True,10,1068.7992637049115,916.5085964025061,17.833333333333332,18.166666666666668,18.333333333333332,19.166666666666668,False,False,False,False,False,False,True,False,False,False,False,False,False
False,True,False,True,10,1068.7992637049115,905.1515249408658,17.833333333333332,20.5,23.833333333333332,21.333333333333332,False,False,False,False,False,False,True,False,False,False,False,False,False
False,False,False,True,11,1068.7992637049115,1065.4695872311397,18.333333333333332,24.5,27.5,18.666666666666668,False,False,False,False,False,False,False,False,True,True,False,False,False
False,True,False,False,11,1068.7992637049115,970.6497656149076,17.5,24.5,19.666666666666668,14.0,False,False,False,False,False,False,True,False,True,False,False,True,False
False,True,False,False,12,1068.7992637049115,1020.720023407636,23.666666666666668,23.5,16.5,24.5,False,False,False,False,False,False,False,False,False,False,True,False,True
True,True,False,True,1,1068.7992637049115,1033.313465888192,28.166666666666668,22.5,27.666666666666668,30.5,False,False,False,False,False,True,False,False,False,True,False,False,True
True,True,False,True,1,1068.7992637049115,980.9644965547423,28.0,21.333333333333332,29.666666666666668,19.5,False,False,False,False,False,True,False,False,False,True,False,False,False
False,True,False,True,9,1068.7992637049115,1053.9666878730643,27.166666666666668,19.833333333333332,16.166666666666668,13.333333333333334,False,False,False,False,False,True,False,False,False,False,True,True,False
True,False,False,False,9,1068.7992637049115,980.9644965547423,26.166666666666668,22.166666666666668,27.833333333333332,18.166666666666668,False,False,False,False,False,True,False,False,False,True,False,False,False
True,False,False,True,10,1068.7992637049115,1033.313465888192,17.0,22.666666666666668,21.666666666666668,18.0,False,False,False,False,False,False,True,False,False,False,False,False,False
False,True,False,True,11,1068.7992637049115,1020.720023407636,16.333333333333332,19.0,18.166666666666668,23.666666666666668,False,False,False,False,False,False,True,False,False,False,False,False,False
False,False,False,True,11,1068.7992637049115,979.7382961995212,17.0,17.666666666666668,24.833333333333332,22.333333333333332,False,False,False,False,False,False,True,True,False,True,False,False,False
False,False,False,True,12,1068.7992637049115,1177.08966053594,21.333333333333332,18.5,21.333333333333332,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False
True,True,False,True,12,1068.7992637049115,1025.007351001097,23.333333333333332,23.666666666666668,21.833333333333332,19.166666666666668,False,False,False,False,False,False,False,False,False,False,False,False,False
True,True,False,True,1,1068.7992637049115,922.6059636691656,25.333333333333332,21.0,21.666666666666668,15.5,False,False,False,False,False,True,False,False,False,False,False,True,False
False,False,False,True,9,1068.7992637049115,974.0195567854328,27.333333333333332,19.833333333333332,19.833333333333332,21.666666666666668,False,False,False,False,False,True,False,False,False,False,False,False,False
True,False,False,True,9,946.4051184618754,901.115105782969,25.5,31.333333333333332,16.666666666666668,34.0,False,False,False,False,False,True,False,False,True,False,True,False,True
False,False,False,False,9,946.4051184618754,888.3340018894845,26.0,30.166666666666668,18.666666666666668,16.666666666666668,False,False,False,False,False,True,False,False,True,False,False,True,False
False,False,False,True,10,946.4051184618754,1036.365276301752,21.166666666666668,30.333333333333332,20.666666666666668,17.666666666666668,False,False,False,False,False,False,False,False,True,False,False,True,False
False,False,False,True,10,946.4051184618754,1020.720023407636,10.166666666666666,31.5,30.666666666666668,21.666666666666668,False,False,False,False,False,False,True,False,True,True,False,False,False
False,True,False,True,11,946.4051184618754,905.1515249408658,12.5,25.166666666666668,22.0,35.5,False,False,False,False,False,False,True,False,True,False,False,False,True
True,False,False,True,12,946.4051184618754,974.0195567854328,12.0,25.166666666666668,33.666666666666664,22.333333333333332,False,False,False,False,False,False,True,False,True,True,False,False,False
False,False,False,True,12,946.4051184618754,1050.066045486323,13.333333333333334,25.5,20.333333333333332,16.666666666666668,False,False,False,False,False,False,True,False,True,False,False,True,False
False,False,False,True,12,946.4051184618754,979.7382961995212,20.0,23.833333333333332,31.5,30.5,False,False,False,False,False,False,False,False,False,True,False,False,True
True,False,False,True,1,946.4051184618754,970.6497656149076,19.333333333333332,26.666666666666668,21.333333333333332,16.666666666666668,False,False,False,False,False,False,False,False,True,False,False,True,False
False,False,False,True,10,946.4051184618754,979.7382961995212,17.5,24.0,26.333333333333332,26.0,False,False,False,False,False,False,True,False,False,True,False,False,True
True,False,False,True,10,946.4051184618754,970.6497656149076,16.0,22.333333333333332,18.666666666666668,19.5,False,False,False,False,False,False,True,False,False,False,False,False,False
False,False,False,False,11,946.4051184618754,1056.1827456266903,17.333333333333332,24.5,27.166666666666668,15.5,False,False,False,False,False,False,True,False,True,True,False,True,False
False,False,False,True,11,946.4051184618754,911.7988128822509,14.333333333333334,22.833333333333332,20.666666666666668,15.833333333333334,False,False,False,False,False,False,True,False,False,False,False,True,False
False,False,False,True,12,946.4051184618754,961.9814814228336,13.666666666666666,25.0,23.666666666666668,22.833333333333332,False,False,False,False,False,False,True,False,True,False,False,False,False
False,False,False,True,12,946.4051184618754,1177.08966053594,17.0,26.833333333333332,28.5,22.166666666666668,False,False,False,False,False,False,True,False,True,True,False,False,False
True,False,False,True,1,946.4051184618754,901.115105782969,16.333333333333332,26.5,28.0,21.5,False,False,False,False,False,False,True,False,True,True,False,False,False
True,True,False,True,9,946.4051184618754,974.0195567854328,17.833333333333332,27.0,22.0,30.0,False,False,False,False,False,False,True,False,True,False,False,False,True
False,False,False,True,10,946.4051184618754,1071.712634727573,21.833333333333332,23.5,17.666666666666668,21.166666666666668,False,False,False,False,False,False,False,False,False,False,True,False,False
False,False,False,True,10,946.4051184618754,1053.9666878730643,22.5,18.833333333333332,18.166666666666668,16.0,False,False,False,False,False,False,False,False,False,False,False,True,False
False,True,False,True,11,946.4051184618754,1025.007351001097,26.333333333333332,18.166666666666668,18.5,22.166666666666668,False,False,False,False,False,True,False,False,False,False,False,False,False
False,True,False,True,11,946.4051184618754,928.0646937895297,23.666666666666668,21.5,14.0,24.666666666666668,False,False,False,False,False,False,False,False,False,False,True,False,True
True,False,False,True,11,946.4051184618754,901.115105782969,24.0,22.0,24.833333333333332,20.5,False,False,False,False,False,False,False,False,False,True,False,False,False
False,True,False,True,12,946.4051184618754,946.1797634574767,24.333333333333332,22.666666666666668,22.333333333333332,17.0,False,False,False,False,False,True,False,False,False,False,False,True,False
False,False,False,True,12,946.4051184618754,961.9814814228336,18.5,23.166666666666668,21.833333333333332,23.5,False,False,False,False,False,False,False,False,False,False,False,False,False
True,True,False,True,12,946.4051184618754,970.6497656149076,19.333333333333332,21.0,18.166666666666668,22.166666666666668,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,1,946.4051184618754,961.9814814228336,23.5,19.666666666666668,25.333333333333332,27.0,False,False,False,False,False,False,False,False,False,True,False,False,True
False,True,False,True,9,946.4051184618754,922.6059636691656,25.333333333333332,18.333333333333332,21.166666666666668,17.666666666666668,False,False,False,False,False,True,False,False,False,False,False,True,False
False,False,False,True,9,974.0195567854328,1050.066045486323,27.166666666666668,24.0,25.666666666666668,16.0,False,False,False,False,False,True,False,False,False,True,False,True,False
False,False,False,True,9,974.0195567854328,1020.720023407636,23.833333333333332,24.0,22.666666666666668,19.5,False,False,False,False,False,False,False,False,False,False,False,False,False
True,True,False,True,10,974.0195567854328,946.4051184618754,23.166666666666668,21.833333333333332,15.333333333333334,28.666666666666668,False,False,False,False,False,False,False,False,False,False,True,False,True
True,True,False,True,10,974.0195567854328,970.6497656149076,26.666666666666668,21.333333333333332,30.166666666666668,21.166666666666668,False,False,False,False,False,True,False,False,False,True,False,False,False
True,True,False,False,11,974.0195567854328,905.1515249408658,31.5,22.166666666666668,20.666666666666668,34.5,False,False,False,False,False,True,False,False,False,False,False,False,True
True,True,False,True,11,974.0195567854328,901.115105782969,30.833333333333332,22.166666666666668,16.0,23.5,False,False,False,False,False,True,False,False,False,False,True,False,False
False,False,False,True,11,974.0195567854328,1025.007351001097,33.5,25.333333333333332,30.0,21.833333333333332,False,False,False,False,False,True,False,False,True,True,False,False,False
True,True,False,False,12,974.0195567854328,1036.365276301752,33.0,19.5,26.833333333333332,10.5,False,False,False,False,False,True,False,False,False,True,False,True,False
False,True,False,True,1,974.0195567854328,963.5834565372198,28.666666666666668,18.166666666666668,19.333333333333332,24.166666666666668,False,False,False,False,False,True,False,False,False,False,False,False,True
False,False,False,True,9,974.0195567854328,1177.08966053594,15.5,21.0,32.666666666666664,24.833333333333332,False,False,False,False,False,False,True,False,False,True,False,False,True
True,True,False,True,10,974.0195567854328,970.6497656149076,14.666666666666666,22.333333333333332,19.833333333333332,24.166666666666668,False,False,False,False,False,False,True,False,False,False,False,False,True
True,True,False,True,10,974.0195567854328,901.115105782969,17.166666666666668,20.166666666666668,23.0,19.0,False,False,False,False,False,False,True,False,False,False,False,False,False
False,True,False,True,10,974.0195567854328,911.7988128822509,18.166666666666668,18.833333333333332,14.5,19.0,False,False,False,False,False,False,False,False,False,False,True,False,False
False,False,False,True,11,974.0195567854328,1056.1827456266903,17.333333333333332,21.0,24.666666666666668,18.666666666666668,False,False,False,False,False,False,True,False,False,True,False,False,False
False,True,False,False,11,974.0195567854328,1071.712634727573,14.5,20.5,19.5,22.166666666666668,False,False,False,False,False,False,True,False,False,False,False,False,False
False,False,False,False,12,974.0195567854328,979.7382961995212,19.333333333333332,29.0,22.0,19.166666666666668,False,False,False,False,False,False,False,False,True,False,False,False,False
True,True,False,True,1,974.0195567854328,946.4051184618754,19.333333333333332,34.5,19.166666666666668,26.666666666666668,False,False,False,False,False,False,False,False,True,False,False,False,True
True,False,False,True,9,974.0195567854328,901.115105782969,20.0,35.666666666666664,25.333333333333332,16.666666666666668,False,False,False,False,False,False,False,False,True,True,False,True,False
False,True,False,True,10,974.0195567854328,1020.720023407636,23.0,28.166666666666668,20.666666666666668,22.5,False,False,False,False,False,False,False,False,True,False,False,False,False
True,False,False,True,10,974.0195567854328,970.6497656149076,25.166666666666668,24.5,17.333333333333332,18.833333333333332,False,False,False,False,False,True,False,False,True,False,True,False,False
False,False,False,True,10,974.0195567854328,961.9814814228336,26.166666666666668,26.666666666666668,22.333333333333332,19.166666666666668,False,False,False,False,False,True,False,False,True,False,False,False,False
False,False,False,True,10,974.0195567854328,1053.9666878730643,25.5,29.666666666666668,22.5,20.333333333333332,False,False,False,False,False,True,False,False,True,False,False,False,False
False,True,False,True,11,974.0195567854328,1025.007351001097,24.833333333333332,25.5,20.333333333333332,23.166666666666668,False,False,False,False,False,True,False,False,True,False,False,False,False
False,True,False,False,12,974.0195567854328,1071.712634727573,23.166666666666668,19.0,15.0,19.5,False,False,False,False,False,False,False,False,False,False,True,False,False
False,True,False,True,12,974.0195567854328,963.5834565372198,22.5,24.0,22.166666666666668,18.666666666666668,False,False,False,False,False,False,False,False,False,False,False,False,False
True,False,False,True,1,974.0195567854328,946.4051184618754,21.166666666666668,24.5,19.666666666666668,20.166666666666668,False,False,False,False,False,False,False,False,True,False,False,False,False
True,False,False,True,9,974.0195567854328,946.4051184618754,20.5,24.666666666666668,25.833333333333332,22.166666666666668,False,False,False,False,False,False,False,False,True,True,False,False,False
False,False,False,True,9,901.115105782969,946.1797634574767,14.833333333333334,33.333333333333336,24.666666666666668,25.333333333333332,False,False,False,False,False,False,True,False,True,True,False,False,True
False,False,False,True,9,901.115105782969,928.0646937895297,16.333333333333332,33.333333333333336,25.833333333333332,21.5,False,False,False,False,False,False,True,False,True,True,False,False,False
True,False,False,True,10,901.115105782969,970.6497656149076,17.833333333333332,30.0,24.166666666666668,25.0,False,False,False,False,False,False,True,False,True,True,False,False,True
False,False,False,True,10,901.115105782969,1016.1879695783665,19.333333333333332,28.666666666666668,16.5,29.5,False,False,False,False,False,False,False,False,True,False,True,False,True
False,False,False,True,11,901.115105782969,1107.5056271456103,16.333333333333332,24.833333333333332,30.666666666666668,15.833333333333334,False,False,False,False,False,False,True,False,True,True,False,True,False
False,False,False,True,11,901.115105782969,1076.5538265063985,14.166666666666666,24.5,23.166666666666668,20.0,False,False,False,False,False,False,True,False,True,False,False,False,False
False,False,False,True,11,901.115105782969,952.9721326724367,13.333333333333334,21.833333333333332,15.666666666666666,25.666666666666668,False,False,False,False,False,False,True,False,False,False,True,False,True
True,True,False,True,12,901.115105782969,946.4051184618754,10.666666666666666,26.833333333333332,14.666666666666666,21.833333333333332,False,False,False,False,False,False,True,False,True,False,True,False,False
True,False,False,True,1,901.115105782969,974.0195567854328,13.333333333333334,29.0,23.666666666666668,20.0,False,True,False,False,False,False,True,False,True,False,False,False,False
True,False,False,True,9,901.115105782969,974.0195567854328,19.833333333333332,24.166666666666668,16.666666666666668,21.0,False,False,False,False,False,False,False,False,True,False,True,False,False
True,True,False,True,10,901.115105782969,946.4051184618754,22.833333333333332,15.166666666666666,18.5,21.166666666666668,False,False,False,False,False,False,False,True,False,False,False,False,False
False,True,False,True,10,901.115105782969,916.5085964025061,22.166666666666668,18.166666666666668,21.5,18.333333333333332,False,False,False,False,False,False,False,False,False,False,False,False,False
False,True,False,True,10,901.115105782969,946.1797634574767,21.0,21.666666666666668,14.833333333333334,17.666666666666668,False,False,False,False,False,False,False,False,False,False,True,True,False
False,False,False,True,11,901.115105782969,963.5834565372198,19.166666666666668,23.333333333333332,23.5,24.666666666666668,False,False,False,False,False,False,False,False,False,False,False,False,True
True,False,False,True,11,901.115105782969,1071.189207996572,22.166666666666668,25.333333333333332,22.833333333333332,18.333333333333332,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,True,12,901.115105782969,1065.4695872311397,27.0,28.333333333333332,35.166666666666664,22.666666666666668,False,False,False,False,False,True,False,False,True,True,False,False,False
True,True,False,False,1,901.115105782969,970.6497656149076,26.666666666666668,19.666666666666668,14.833333333333334,25.666666666666668,False,False,False,False,False,True,False,False,False,False,True,False,True
False,False,False,False,1,901.115105782969,979.7382961995212,29.5,18.0,24.833333333333332,17.666666666666668,False,False,False,False,False,True,False,False,False,True,False,True,False
False,False,False,True,9,901.115105782969,1177.08966053594,23.666666666666668,19.0,26.0,19.666666666666668,False,False,False,False,False,False,False,False,False,True,False,False,False
True,True,False,True,9,901.115105782969,946.4051184618754,21.333333333333332,24.666666666666668,20.0,24.833333333333332,False,False,False,False,False,False,False,False,True,False,False,False,True
False,True,False,True,10,901.115105782969,952.9721326724367,21.833333333333332,23.166666666666668,18.666666666666668,18.833333333333332,False,False,False,False,False,False,False,False,False,False,False,False,False
True,True,False,True,10,901.115105782969,974.0195567854328,23.666666666666668,20.333333333333332,23.333333333333332,25.333333333333332,False,False,False,False,False,False,False,False,False,False,False,False,True
False,False,False,True,11,901.115105782969,1076.5538265063985,23.166666666666668,19.166666666666668,27.0,16.833333333333332,False,False,False,False,False,False,False,False,False,True,False,True,False
True,True,False,True,11,901.115105782969,970.6497656149076,25.0,20.333333333333332,16.0,24.0,False,False,False,False,False,True,False,False,False,False,True,False,False
True,True,False,False,12,901.115105782969,1019.7978599255318,23.833333333333332,22.833333333333332,24.333333333333332,24.333333333333332,False,False,False,False,False,False,False,False,False,True,False,False,True
True,True,False,True,12,901.115105782969,1071.189207996572,21.0,26.166666666666668,30.333333333333332,17.333333333333332,False,False,False,False,False,False,False,False,True,True,False,True,False
False,True,False,True,12,901.115105782969,888.3340018894845,21.166666666666668,23.166666666666668,10.833333333333334,20.833333333333332,False,False,False,False,False,False,False,False,False,False,True,False,False
True,True,False,True,9,901.115105782969,961.9814814228336,15.833333333333334,19.833333333333332,22.666666666666668,27.333333333333332,False,False,False,False,False,False,True,False,False,False,False,False,True
False,True,False,True,9,1177.08966053594,961.9814814228336,23.333333333333332,25.5,25.666666666666668,23.833333333333332,False,False,False,False,False,False,False,False,True,True,False,False,False
True,True,False,True,9,1177.08966053594,979.7382961995212,26.833333333333332,27.833333333333332,25.666666666666668,20.666666666666668,False,False,False,False,False,True,False,False,True,True,False,False,False
False,True,False,True,10,1177.08966053594,1107.5056271456103,27.166666666666668,32.333333333333336,32.666666666666664,17.0,False,False,False,False,False,True,False,False,True,True,False,True,False
False,True,False,False,11,1177.08966053594,916.5085964025061,23.333333333333332,25.833333333333332,19.0,23.833333333333332,False,False,False,False,False,False,False,False,True,False,False,False,False
False,True,False,True,11,1177.08966053594,1068.7992637049115,21.5,22.0,21.833333333333332,16.166666666666668,False,False,False,False,False,False,False,False,False,False,False,True,False
False,True,False,True,11,1177.08966053594,1065.4695872311397,21.166666666666668,14.5,27.833333333333332,19.5,False,False,False,False,False,False,False,True,False,True,False,False,False
True,True,False,True,12,1177.08966053594,946.1797634574767,19.666666666666668,13.833333333333334,18.5,18.0,False,False,False,False,False,False,False,True,False,False,False,False,False
True,True,False,True,12,1177.08966053594,963.5834565372198,27.166666666666668,10.833333333333334,17.166666666666668,32.333333333333336,False,False,False,False,False,True,False,True,False,False,True,False,True
False,True,False,True,12,1177.08966053594,1071.712634727573,33.333333333333336,13.166666666666666,20.666666666666668,31.0,False,True,False,False,False,True,False,True,False,False,False,False,True
False,True,False,True,1,1177.08966053594,1071.712634727573,36.5,21.0,20.0,25.666666666666668,True,False,False,False,False,True,False,False,False,False,False,False,True
False,True,False,True,1,1177.08966053594,1107.5056271456103,35.5,25.5,33.833333333333336,19.833333333333332,True,False,False,False,False,True,False,False,True,True,False,False,False
False,True,False,True,1,1177.08966053594,1019.7978599255318,33.833333333333336,25.333333333333332,27.166666666666668,22.0,False,False,False,False,False,True,False,False,True,True,False,False,False
True,True,False,False,9,1177.08966053594,979.7382961995212,34.5,25.5,28.5,28.166666666666668,False,False,False,False,False,True,False,False,True,True,False,False,True
True,True,False,False,10,1177.08966053594,963.5834565372198,30.5,25.333333333333332,24.0,26.0,False,False,False,False,False,True,False,False,True,False,False,False,True
False,False,False,True,10,1177.08966053594,1107.5056271456103,29.833333333333332,24.833333333333332,29.333333333333332,13.5,False,False,False,False,False,True,False,False,True,True,False,True,False
False,True,False,True,11,1177.08966053594,970.6497656149076,28.666666666666668,24.0,20.333333333333332,16.0,False,False,False,False,False,True,False,False,False,False,False,True,False
False,True,False,True,11,1177.08966053594,901.115105782969,30.333333333333332,23.5,18.5,23.0,False,False,False,False,False,True,False,False,False,False,False,False,False
False,True,False,True,11,1177.08966053594,1020.720023407636,27.833333333333332,19.666666666666668,16.333333333333332,22.833333333333332,False,False,False,False,False,True,False,False,False,False,True,False,False
True,True,False,False,12,1177.08966053594,1050.066045486323,28.0,21.0,20.666666666666668,26.5,False,False,False,False,False,True,False,False,False,False,False,False,True
True,True,False,True,1,1177.08966053594,946.1797634574767,27.5,20.5,18.166666666666668,26.666666666666668,False,False,False,False,False,True,False,False,False,False,False,False,True
False,True,False,False,1,1177.08966053594,901.115105782969,28.833333333333332,19.833333333333332,26.833333333333332,18.833333333333332,False,False,False,False,False,True,False,False,False,True,False,False,False
False,True,False,True,1,1177.08966053594,1019.7978599255318,27.0,18.5,25.666666666666668,17.833333333333332,True,True,False,False,False,True,False,False,False,True,False,True,False
False,True,False,False,9,1177.08966053594,980.9644965547423,27.666666666666668,22.166666666666668,26.5,20.5,False,False,False,False,False,True,False,False,False,True,False,False,False
False,True,False,True,9,1177.08966053594,922.6059636691656,27.666666666666668,19.166666666666668,13.833333333333334,35.166666666666664,False,False,False,False,False,True,False,False,False,False,True,False,True
True,True,False,False,10,1177.08966053594,946.1797634574767,24.5,14.666666666666666,21.5,33.333333333333336,False,False,False,False,False,True,False,True,False,False,False,False,True
True,True,False,True,10,1177.08966053594,979.7382961995212,26.333333333333332,14.0,24.0,25.833333333333332,False,False,False,False,False,True,False,True,False,False,False,False,True
False,True,False,True,11,1177.08966053594,1016.1879695783665,21.666666666666668,17.166666666666668,25.833333333333332,25.666666666666668,False,False,False,False,False,False,False,True,False,True,False,False,True
False,True,False,False,11,1177.08966053594,1056.1827456266903,20.666666666666668,17.333333333333332,25.833333333333332,20.333333333333332,False,False,False,False,False,False,False,True,False,True,False,False,False
False,True,False,True,12,1177.08966053594,1107.5056271456103,19.0,20.5,25.0,21.0,False,False,False,False,False,False,False,False,False,True,False,False,False
True,True,False,False,12,1177.08966053594,963.5834565372198,20.833333333333332,20.333333333333332,21.5,16.833333333333332,False,False,False,False,False,False,False,False,False,False,False,True,False
False,True,False,True,12,1177.08966053594,1019.7978599255318,22.166666666666668,19.666666666666668,22.166666666666668,24.0,False,False,False,False,False,False,False,False,False,False,False,False,False
False,True,False,False,1,1177.08966053594,1016.1879695783665,20.333333333333332,15.5,19.833333333333332,25.166666666666668,True,True,False,False,False,False,False,True,False,False,False,False,True
False,True,False,True,9,1177.08966053594,1019.7978599255318,24.666666666666668,18.0,20.166666666666668,23.166666666666668,False,False,False,False,False,True,False,False,False,False,False,False,False
False,True,False,True,9,979.7382961995212,1065.4695872311397,24.0,19.5,29.333333333333332,21.333333333333332,False,False,False,False,False,False,False,False,False,True,False,False,False
True,True,False,False,10,979.7382961995212,963.5834565372198,25.333333333333332,18.5,26.833333333333332,26.166666666666668,False,False,False,False,False,True,False,False,False,True,False,False,True
False,True,False,True,10,979.7382961995212,961.9814814228336,30.0,22.833333333333332,26.5,22.666666666666668,False,False,False,False,False,True,False,False,False,True,False,False,False
False,True,False,True,10,979.7382961995212,1036.365276301752,25.333333333333332,26.833333333333332,27.5,23.5,False,False,False,False,False,True,False,False,True,True,False,False,False
False,True,False,True,11,979.7382961995212,1033.313465888192,25.333333333333332,28.0,22.333333333333332,22.166666666666668,False,False,False,False,False,True,False,False,True,False,False,False,False
False,True,False,True,11,979.7382961995212,1071.712634727573,27.5,31.833333333333332,24.5,22.166666666666668,False,False,False,False,False,True,False,False,True,True,False,False,False
False,True,False,True,12,979.7382961995212,916.5085964025061,29.833333333333332,26.5,15.5,21.666666666666668,False,False,False,False,False,True,False,False,True,False,True,False,False
True,False,False,False,12,979.7382961995212,1177.08966053594,30.0,28.166666666666668,29.5,12.666666666666666,False,False,False,False,False,True,False,False,True,True,False,True,False
True,True,False,True,1,979.7382961995212,946.1797634574767,30.333333333333332,26.5,18.5,18.5,False,False,False,False,False,True,False,False,True,False,False,False,False
True,True,False,True,9,979.7382961995212,963.5834565372198,30.666666666666668,27.166666666666668,21.5,21.5,False,False,False,False,False,True,False,False,True,False,False,False,False
False,True,False,True,9,979.7382961995212,901.115105782969,25.5,28.833333333333332,23.5,20.833333333333332,False,False,False,False,False,True,False,False,True,False,False,False,False
True,True,False,False,10,979.7382961995212,946.1797634574767,23.5,25.333333333333332,15.166666666666666,16.5,False,False,False,False,False,False,False,False,True,False,True,True,False
True,True,False,True,10,979.7382961995212,1050.066045486323,23.333333333333332,28.333333333333332,27.666666666666668,28.333333333333332,False,False,False,False,False,False,False,False,True,True,False,False,True
True,False,False,True,11,979.7382961995212,1177.08966053594,22.5,25.0,28.5,22.833333333333332,False,False,False,False,False,False,False,False,True,True,False,False,False
False,False,False,True,12,979.7382961995212,1016.1879695783665,21.833333333333332,22.833333333333332,28.166666666666668,24.5,False,False,False,False,False,False,False,False,False,True,False,False,True
False,True,False,True,12,979.7382961995212,970.6497656149076,21.333333333333332,22.333333333333332,17.666666666666668,22.5,False,False,False,False,False,False,False,False,False,False,True,False,False
False,True,False,True,9,979.7382961995212,1016.1879695783665,26.666666666666668,20.833333333333332,24.666666666666668,25.833333333333332,False,False,False,False,False,True,False,False,False,True,False,False,True
True,True,False,True,10,979.7382961995212,963.5834565372198,28.0,27.666666666666668,18.166666666666668,28.166666666666668,False,False,False,False,False,True,False,False,True,False,False,False,True
False,False,False,False,10,979.7382961995212,1065.4695872311397,26.166666666666668,25.833333333333332,25.666666666666668,16.666666666666668,False,False,False,False,False,True,False,False,True,True,False,True,False
False,True,False,True,10,979.7382961995212,922.6059636691656,23.333333333333332,22.0,22.333333333333332,25.5,False,False,False,False,False,False,False,False,False,False,False,False,True
False,False,False,True,11,979.7382961995212,980.9644965547423,25.5,21.333333333333332,28.166666666666668,23.333333333333332,False,False,False,False,False,True,False,False,False,True,False,False,False
False,False,False,True,11,979.7382961995212,1071.189207996572,23.666666666666668,22.333333333333332,31.833333333333332,16.0,False,False,False,False,False,False,False,False,False,True,False,True,False
True,True,False,True,12,979.7382961995212,946.1797634574767,18.0,19.0,23.166666666666668,15.333333333333334,False,False,False,False,False,False,False,False,False,False,False,True,False
False,False,False,False,12,979.7382961995212,1107.5056271456103,14.333333333333334,25.666666666666668,27.166666666666668,19.333333333333332,False,False,False,False,False,False,True,False,True,True,False,False,False
True,True,False,True,1,979.7382961995212,1177.08966053594,12.833333333333334,23.333333333333332,19.166666666666668,18.833333333333332,False,False,False,False,False,False,True,False,False,False,False,False,False
True,True,False,True,9,979.7382961995212,963.5834565372198,15.5,25.0,23.333333333333332,16.166666666666668,False,False,False,False,False,False,True,False,True,False,False,True,False
False,True,False,True,9,1020.720023407636,922.6059636691656,21.5,19.333333333333332,24.833333333333332,23.5,False,False,False,False,False,False,False,False,False,True,False,False,False
False,False,False,True,9,1020.720023407636,1025.007351001097,26.833333333333332,20.166666666666668,32.5,23.833333333333332,False,False,False,False,False,True,False,False,False,True,False,False,False
True,True,False,True,10,1020.720023407636,928.0646937895297,27.166666666666668,25.166666666666668,26.5,20.5,False,False,False,False,False,True,False,False,True,True,False,False,False
False,True,False,True,10,1020.720023407636,980.9644965547423,28.833333333333332,22.0,15.833333333333334,26.5,False,False,False,False,False,True,False,False,False,False,True,False,True
False,True,False,True,11,1020.720023407636,970.6497656149076,27.666666666666668,22.333333333333332,30.666666666666668,21.166666666666668,False,False,False,False,False,True,False,False,False,True,False,False,False
False,True,False,True,12,1020.720023407636,901.115105782969,26.166666666666668,23.833333333333332,10.666666666666666,24.666666666666668,False,False,False,False,False,True,False,False,False,False,True,False,True
True,True,False,False,12,1020.720023407636,1050.066045486323,23.5,22.5,16.833333333333332,18.833333333333332,False,False,False,False,False,False,False,False,False,False,True,False,False
True,False,False,True,1,1020.720023407636,1076.5538265063985,26.833333333333332,18.166666666666668,24.5,19.5,False,False,False,False,False,True,False,False,False,True,False,False,False
